Nome_da_Empresa,Status_do_Foguete,Custo_da_Missao,Status_da_Missao,Pais,Estado_Regiao,Ano,Mes,Dia,Hora,Modelo_Foguete,Carga_Util,Pais_Mapa,Status_da_Missao_Num,Status_do_Foguete_Num
ISRO,StatusActive,62.0,Success,India,Satish Dhawan Space Centre,2018,11,14,11,GSLV Mk III,GSAT 29,India,3,1
Rocket Lab,StatusActive,7.5,Success,New Zealand,M?hia Peninsula,2018,11,11,3,Electron/Curie,It's Business Time,New Zealand,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2018,11,7,0,Soyuz ST-B/Fregat-M,MetOp C,France,3,1
VKS RF,StatusActive,48.5,Success,Russia,Plesetsk Cosmodrome,2018,11,3,20,Soyuz 2.1b/Fregat,GLONASS-M No.54S,Russia,3,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2018,11,1,15,Long March 3B/E,Beidou-3 G1,China,3,1
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2018,10,29,4,H-IIA 202,"Ibuki 2, KhalifaSat & Others",Japan,3,1
CASC,StatusActive,30.8,Success,China,Jiuquan Satellite Launch Center,2018,10,29,0,Long March 2C,"CFOSAT, Zhaojin-1, Hongyan-1, & Others",China,3,1
Landspace,StatusRetired,48.5,Failure,China,Jiuquan Satellite Launch Center,2018,10,27,8,ZhuQue-1,CCTV Future-1,China,0,0
Roscosmos,StatusActive,35.0,Success,Russia,Plesetsk Cosmodrome,2018,10,25,0,Soyuz 2.1b,Lotus-S No.4,Russia,3,1
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2018,10,24,22,Long March 4B,Haiyang-2B,China,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2018,10,20,1,Ariane 5 ECA,BepiColombo,France,3,1
ULA,StatusActive,153.0,Success,USA,Florida,2018,10,17,4,Atlas V 551,AEHF-4,United States,3,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,10,15,4,Long March 3B/YZ-1,BeiDou-3 M15 & M16,China,3,1
Roscosmos,StatusRetired,48.5,Failure,Kazakhstan,Baikonur Cosmodrome,2018,10,11,8,Soyuz FG,Soyuz MS-10 (56S),Kazakhstan,0,0
CASC,StatusActive,30.8,Success,China,Jiuquan Satellite Launch Center,2018,10,9,2,Long March 2C,Yaogan-32 Group 01,China,3,1
SpaceX,StatusActive,50.0,Success,USA,California,2018,10,8,2,Falcon 9 Block 5,SAOCOM 1A,United States,3,1
ExPace,StatusActive,28.3,Success,China,Jiuquan Satellite Launch Center,2018,9,29,4,Kuaizhou 1A,CentiSpace-1 S1,China,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2018,9,25,22,Ariane 5 ECA,Horizons-3e & Azerspace 2/Intelsat 38,France,3,1
MHI,StatusRetired,112.5,Success,Japan,Tanegashima Space Center,2018,9,22,17,H-IIB,HTV-7,Japan,3,0
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,9,19,14,Long March 3B/YZ-1,BeiDou-3 M13 & M14,China,3,1
ISRO,StatusActive,21.0,Success,India,Satish Dhawan Space Centre,2018,9,16,16,PSLV-CA,SSTL-1 & NovaSAR-S,India,3,1
ULA,StatusRetired,123.0,Success,USA,California,2018,9,15,13,Delta II 7420-10C,ICESat-2,United States,3,0
SpaceX,StatusActive,50.0,Success,USA,Florida,2018,9,10,4,Falcon 9 Block 5,Telstar 18V / APStar 5C,United States,3,1
CASC,StatusActive,30.8,Success,China,Taiyuan Satellite Launch Center,2018,9,7,3,Long March 2C,Haiyang 1C (HY-1C),China,3,1
Exos,StatusActive,48.5,Partial Failure,New Mexico,Spaceport America,2018,8,25,18,SARGE,Launch 1,United States,2,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,8,24,23,Long March 3B/YZ-1,BeiDou-3 M11 & M12,China,3,1
Arianespace,StatusActive,37.0,Success,France,French Guiana,2018,8,22,21,Vega,ADM-Aeolus,France,3,1
ULA,StatusActive,350.0,Success,USA,Florida,2018,8,12,7,Delta IV Heavy,Parker Solar Probe,United States,3,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2018,8,7,5,Falcon 9 Block 5,Merah Putih (Telkom-4),United States,3,1
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2018,7,31,3,Long March 4B,Gaofen 11,China,3,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,7,29,1,Long March 3B/YZ-1,BeiDou-3 M5 & M6,China,3,1
SpaceX,StatusActive,50.0,Success,USA,California,2018,7,25,11,Falcon 9 Block 5,Iridium-7,United States,3,1
Arianespace,StatusRetired,200.0,Success,France,French Guiana,2018,7,25,11,Ariane 5 ES,Galileo FOC FM19-FM22,France,3,0
SpaceX,StatusActive,50.0,Success,USA,Florida,2018,7,22,5,Falcon 9 Block 5,Telstar 19V,United States,3,1
Blue Origin,StatusActive,48.5,Success,USA,Texas,2018,7,18,15,New Shepard,NS-9 (Inflight Escape Test),United States,3,1
Roscosmos,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2018,7,9,21,Soyuz 2.1a,Progress MS-09 (70P),Kazakhstan,3,1
CASC,StatusActive,69.7,Success,China,Xichang Satellite Launch Center,2018,7,9,20,Long March 3A,BeiDou-2 I7,China,3,1
CASC,StatusActive,30.8,Success,China,Jiuquan Satellite Launch Center,2018,7,9,3,Long March 2C,PRSS-1 & PakTES-1A,China,3,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2018,6,29,9,Falcon 9 Block 4,CRS-15,United States,3,0
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,6,27,3,Long March 2C,XJSS A & B,China,3,1
VKS RF,StatusActive,41.8,Success,Russia,Plesetsk Cosmodrome,2018,6,16,21,Soyuz 2.1b/Fregat-M,GLONASS-M No.53S,Russia,3,1
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2018,6,12,4,H-IIA 202,IGS Radar-6,Japan,3,1
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2018,6,6,11,Soyuz FG,Soyuz MS-09 (55S),Kazakhstan,3,0
CASC,StatusActive,69.7,Success,China,Xichang Satellite Launch Center,2018,6,5,13,Long March 3A,Fengyun 2H,China,3,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2018,6,4,4,Falcon 9 Block 4,SES-12,United States,3,0
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2018,6,2,4,Long March 2D,Gaofen 6 & Luojia 1,China,3,1
SpaceX,StatusRetired,62.0,Success,USA,California,2018,5,22,19,Falcon 9 Block 4,Iridium-6 & GRACE-FO,United States,3,0
Northrop,StatusRetired,85.0,Success,USA,Virginia,2018,5,21,4,Antares 230,CRS OA-9E,United States,3,0
CASC,StatusActive,64.68,Success,China,Xichang Satellite Launch Center,2018,5,20,21,Long March 4C,"Queqiao, Longjiang 1 & 2",China,3,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2018,5,11,20,Falcon 9 Block 5,Bangabandhu-1,United States,3,1
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2018,5,8,18,Long March 4C,Gaofen 5,China,3,1
ULA,StatusActive,109.0,Success,USA,California,2018,5,5,11,Atlas V 401,InSight,United States,3,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2018,5,3,16,Long March 3B/E,Apstar 6C,China,3,1
Blue Origin,StatusActive,48.5,Success,USA,Texas,2018,4,29,17,New Shepard,NS-8,United States,3,1
CASC,StatusActive,5.3,Success,China,Jiuquan Satellite Launch Center,2018,4,26,4,Long March 11,Zhuhai-1 2A to 2D,China,3,1
Eurockot,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2018,4,25,17,Rokot/Briz KM,Sentinel-3B,Russia,3,0
SpaceX,StatusRetired,62.0,Success,USA,Florida,2018,4,18,22,Falcon 9 Block 4,Transiting Exoplanet Survey Satellite (TESS),United States,3,0
VKS RF,StatusActive,65.0,Success,Kazakhstan,Baikonur Cosmodrome,2018,4,18,22,Proton-M/Briz-M,Blagovest-12L,Kazakhstan,3,1
ULA,StatusActive,153.0,Success,USA,Florida,2018,4,14,23,Atlas V 551,AFSPC-11,United States,3,1
ISRO,StatusActive,31.0,Success,India,Satish Dhawan Space Centre,2018,4,11,22,PSLV-XL,IRNSS-1I,India,3,1
CASC,StatusActive,64.68,Success,China,Jiuquan Satellite Launch Center,2018,4,10,4,Long March 4C,"Yaogan 31 A, B, & C",China,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2018,4,5,21,Ariane 5 ECA,Superbird-B3/DSN-1 & HYLAS-4,France,3,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2018,4,2,20,Falcon 9 Block 4,CRS-14,United States,3,0
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2018,3,31,3,Long March 4C,Gaofen-1 02-04,China,3,1
SpaceX,StatusRetired,62.0,Success,USA,California,2018,3,30,14,Falcon 9 Block 4,Iridium-5,United States,3,0
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,3,29,17,Long March 3B/YZ-1,BeiDou-3 M9 & M10,China,3,1
Roscosmos,StatusActive,48.5,Success,Russia,Plesetsk Cosmodrome,2018,3,29,17,Soyuz 2.1v,Cosmos 2525,Russia,3,1
ISRO,StatusActive,47.0,Success,India,Satish Dhawan Space Centre,2018,3,29,11,GSLV Mk II,GSAT-6A,India,3,1
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2018,3,21,17,Soyuz FG,Soyuz MS-08 (54S),Kazakhstan,3,0
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2018,3,17,7,Long March 2D,LKW-4,China,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2018,3,9,17,Soyuz ST-B/Fregat-MT,O3b FM13-FM16,France,3,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2018,3,6,5,Falcon 9 Block 4,Hispasat 30W-6,United States,3,0
ULA,StatusActive,145.0,Success,USA,Florida,2018,3,1,22,Atlas V 541,GOES-S (GOES-17),United States,3,1
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2018,2,27,4,H-IIA 202,IGS-Optical 6,Japan,3,1
SpaceX,StatusRetired,62.0,Success,USA,California,2018,2,22,14,Falcon 9 Block 3,"PAZ & Tintin A, Tintin B",United States,3,0
Roscosmos,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2018,2,13,8,Soyuz 2.1a,Progress MS-08 (69P),Kazakhstan,3,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,2,12,5,Long March 3B/YZ-1,BeiDou-3 M3 & M4,China,3,1
SpaceX,StatusActive,90.0,Success,USA,Florida,2018,2,6,20,Falcon Heavy,Test Flight,United States,3,1
JAXA,StatusActive,39.0,Success,Japan,Uchinoura Space Center,2018,2,3,5,SS-520,Tricom-1R,Japan,3,1
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2018,2,2,7,Long March 2D,CSES & Rideshares,China,3,1
Roscosmos,StatusActive,48.5,Success,Russia,Vostochny Cosmodrome,2018,2,1,2,Soyuz 2.1a/Fregat-M,Kanopus-V No. 3-4 & Rideshares,Russia,3,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2018,1,31,21,Falcon 9 Block 3,GovSat-1 / SES-16,United States,3,0
Arianespace,StatusActive,200.0,Partial Failure,France,French Guiana,2018,1,25,22,Ariane 5 ECA,SES-14/GOLD & Al Yah-3,France,2,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,1,25,5,Long March 2C,"Yaogan 30 J, K & L",China,3,1
Rocket Lab,StatusActive,7.5,Success,New Zealand,M?hia Peninsula,2018,1,21,1,Electron/Curie,Still Testing,New Zealand,3,1
ULA,StatusActive,115.0,Success,USA,Florida,2018,1,20,0,Atlas V 411,SBIRS GEO-4,United States,3,1
CASC,StatusActive,5.3,Success,China,Jiuquan Satellite Launch Center,2018,1,19,4,Long March 11,"Jilin-1 07, 08 & Others",China,3,1
JAXA,StatusActive,39.0,Success,Japan,Uchinoura Space Center,2018,1,17,21,Epsilon PBS,ASNARO 2,Japan,3,1
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2018,1,13,7,Long March 2D,LKW-3,China,3,1
ULA,StatusRetired,123.0,Success,USA,California,2018,1,12,22,"Delta IV Medium+ (5,2)",NROL-47,United States,3,0
ISRO,StatusActive,31.0,Success,India,Satish Dhawan Space Centre,2018,1,12,3,PSLV-XL,Cartosat-2F & Rideshares,India,3,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,1,11,23,Long March 3B/YZ-1,BeiDou-3 M7 & M8,China,3,1
CASC,StatusActive,29.75,Success,China,Taiyuan Satellite Launch Center,2018,1,9,3,Long March 2D,SuperView 03 & 04,China,3,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2018,1,8,1,Falcon 9 Block 4,Zuma,United States,3,0
Land Launch,StatusActive,62.0,Success,Kazakhstan,Baikonur Cosmodrome,2017,12,26,19,Zenit-3 SLBF,AngoSat-1,Kazakhstan,3,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2017,12,25,19,Long March 2C,"Yaogan-30 G, H & I",China,3,1
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2017,12,23,4,Long March 2D,LKW-2,China,3,1
SpaceX,StatusRetired,62.0,Success,USA,California,2017,12,23,1,Falcon 9 Block 3,Iridium-4,United States,3,0
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2017,12,23,1,H-IIA 202,GCOM-C & SLATS,Japan,3,1
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2017,12,17,7,Soyuz FG,Soyuz MS-07 (53S),Kazakhstan,3,0
Blue Origin,StatusActive,62.0,Success,USA,Texas,2017,,,,New Shepard,NS-7,United States,3,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2017,12,15,15,Falcon 9 Block 3,CRS-13,United States,3,0
Arianespace,StatusRetired,200.0,Success,France,French Guiana,2017,12,12,18,Ariane 5 ES,Galileo FOC FM15-FM18,France,3,0
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2017,12,10,16,Long March 3B/E,Alcomsat-1,China,3,1
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2017,12,3,4,Long March 2D,LKW-1,China,3,1
VKS RF,StatusActive,35.0,Success,Russia,Plesetsk Cosmodrome,2017,12,2,10,Soyuz 2.1b,Cosmos 2524,Russia,3,1
Roscosmos,StatusActive,48.5,Failure,Russia,Vostochny Cosmodrome,2017,11,28,5,Soyuz 2.1b/Fregat-M,Meteor-M No.2-1 & Rideshares,Russia,0,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2017,11,24,18,Long March 2C,"Yaogan-30 D, E, & F",China,3,1
CASC,StatusActive,30.8,Success,China,Taiyuan Satellite Launch Center,2017,11,21,4,Long March 6,"Jilin-1 Video 04, 05 & 06",China,3,1
ULA,StatusRetired,123.0,Success,USA,California,2017,11,18,9,Delta II 7920-10C,JPSS-1,United States,3,0
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2017,11,14,18,Long March 4C,Fengyun 3D,China,3,1
Northrop,StatusRetired,85.0,Success,USA,Virginia,2017,11,12,12,Antares 230,CRS OA-8E,United States,3,0
Arianespace,StatusActive,37.0,Success,France,French Guiana,2017,11,8,1,Vega,Mohammed VI-A,France,3,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2017,11,5,11,Long March 3B/YZ-1,BeiDou-3 M1 & M2,China,3,1
Northrop,StatusActive,45.0,Success,USA,California,2017,10,31,21,Minotaur C (Taurus),SkySat & Flock-3m,United States,3,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2017,10,30,19,Falcon 9 Block 4,Koreasat 5A,United States,3,0
ULA,StatusActive,123.0,Success,USA,Florida,2017,10,15,7,Atlas V 421,NROL-52,United States,3,1
Roscosmos,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2017,10,14,8,Soyuz 2.1a,Progress MS-07 (68P),Kazakhstan,3,1
Eurockot,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2017,10,13,9,Rokot/Briz KM,Sentinel-5P,Russia,3,0
SpaceX,StatusRetired,62.0,Success,USA,Florida,2017,10,11,22,Falcon 9 Block 3,SES-11 / EchoStar 105,United States,3,0
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2017,10,9,22,H-IIA 202,QZS-4,Japan,3,1
SpaceX,StatusRetired,62.0,Success,USA,California,2017,10,9,12,Falcon 9 Block 4,Iridium-3,United States,3,0
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2017,10,9,4,Long March 2D,VRSS-2,China,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2017,9,29,21,Ariane 5 ECA,"Intelsat 37e, BSAT-4a",France,3,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2017,9,29,4,Long March 2C,"Yaogan-30 A, B & C",China,3,1
VKS RF,StatusActive,65.0,Success,Kazakhstan,Baikonur Cosmodrome,2017,9,28,18,Proton-M/Briz-M,AsiaSat 9,Kazakhstan,3,1
ULA,StatusActive,145.0,Success,USA,California,2017,9,24,5,Atlas V 541,NROL-42,United States,3,1
ILS,StatusActive,65.0,Success,Kazakhstan,Baikonur Cosmodrome,2017,9,11,19,Proton-M/Briz-M,Amazonas 5,Kazakhstan,3,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2017,9,7,14,Falcon 9 Block 4,OTV-5,United States,3,0
ISRO,StatusActive,31.0,Failure,India,Satish Dhawan Space Centre,2017,8,31,13,PSLV-XL,IRNSS-1H,India,0,1
Northrop,StatusActive,46.0,Success,USA,Florida,2017,8,25,6,Minotaur IV,ORS-5,United States,3,1
SpaceX,StatusRetired,62.0,Success,USA,California,2017,8,24,18,Falcon 9 Block 3,Formosat-5,United States,3,0
VKS RF,StatusActive,41.8,Success,Russia,Plesetsk Cosmodrome,2017,8,22,0,Soyuz 2.1b/Fregat-M,GLONASS-M No.52S,Russia,3,1
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2017,8,19,5,H-IIA 204,QZS-3,Japan,3,1
ULA,StatusActive,109.0,Success,USA,Florida,2017,8,18,12,Atlas V 401,TDRS-M (TDRS-13),United States,3,1
VKS RF,StatusActive,65.0,Success,Kazakhstan,Baikonur Cosmodrome,2017,8,16,22,Proton-M/Briz-M,Blagovest-11L,Kazakhstan,3,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2017,8,14,16,Falcon 9 Block 4,CRS-12,United States,3,0
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2017,8,12,21,Soyuz FG,Soyuz MS-06 (52S),Kazakhstan,3,0
Arianespace,StatusActive,37.0,Success,France,French Guiana,2017,8,2,1,Vega,OPSAT 3000 & VEN†æS,France,3,1
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2017,7,28,15,Soyuz FG,Soyuz MS-05 (51S),Kazakhstan,3,0
ISA,StatusActive,62.0,Failure,Iran,Semnan Space Center,2017,,,,Simorgh,Test Flight,Iran,0,1
Roscosmos,StatusActive,48.5,Partial Failure,Kazakhstan,Baikonur Cosmodrome,2017,7,14,6,Soyuz 2.1a/Fregat,Kanopus-V IK & Rideshares,Kazakhstan,2,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2017,7,5,20,Falcon 9 Block 3,Intelsat 35e,United States,3,0
CASC,StatusActive,30.8,Failure,China,Wenchang Satellite Launch Center,2017,7,2,11,Long March 5,Shijian-18,China,0,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2017,6,28,21,Ariane 5 ECA,"Hellas Sat 3-Inmarsat S EAN, GSAT-17",France,3,1
SpaceX,StatusRetired,62.0,Success,USA,California,2017,6,25,20,Falcon 9 Block 3,Iridium-2,United States,3,0
SpaceX,StatusRetired,62.0,Success,USA,Florida,2017,6,23,19,Falcon 9 Block 3,BulgariaSat-1,United States,3,0
VKS RF,StatusActive,41.8,Success,Russia,Plesetsk Cosmodrome,2017,6,23,18,Soyuz 2.1v/Volga,"Cosmos 2519, 2521 and 2523",Russia,3,1
ISRO,StatusActive,31.0,Success,India,Satish Dhawan Space Centre,2017,6,23,3,PSLV-XL,Cartosat-2E & Rideshares,India,3,1
CASC,StatusActive,29.15,Partial Failure,China,Xichang Satellite Launch Center,2017,6,18,16,Long March 3B/E,ChinaSat 9A,China,2,1
CASC,StatusActive,64.68,Success,China,Jiuquan Satellite Launch Center,2017,6,15,3,Long March 4B,HXMT & Others,China,3,1
Roscosmos,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2017,6,14,9,Soyuz 2.1a,Progress MS-06 (67P),Kazakhstan,3,1
ILS,StatusActive,65.0,Success,Kazakhstan,Baikonur Cosmodrome,2017,6,8,3,Proton-M/Briz-M,Echostar 21,Kazakhstan,3,1
ISRO,StatusActive,62.0,Success,India,Satish Dhawan Space Centre,2017,6,5,11,GSLV Mk III,GSAT-19,India,3,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2017,6,3,21,Falcon 9 Block 3,CRS-11,United States,3,0
Arianespace,StatusActive,200.0,Success,France,French Guiana,2017,6,1,23,Ariane 5 ECA,"ViaSat 2, Eutelsat 172B",France,3,1
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2017,6,1,0,H-IIA 202,QZS-2,Japan,3,1
VKS RF,StatusActive,41.8,Success,Russia,Plesetsk Cosmodrome,2017,5,25,6,Soyuz 2.1b/Fregat-M,EKS-2,Russia,3,1
Rocket Lab,StatusActive,7.5,Failure,New Zealand,M?hia Peninsula,2017,5,25,4,Electron,It's a Test,New Zealand,0,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2017,5,18,11,Soyuz ST-A/Fregat-M,SES-15,France,3,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2017,5,15,23,Falcon 9 Block 3,Inmarsat-5 F4,United States,3,0
ISRO,StatusActive,47.0,Success,India,Satish Dhawan Space Centre,2017,5,5,11,GSLV Mk II,GSAT-9,India,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2017,5,4,21,Ariane 5 ECA,"Koreasat 7, SGDC-1",France,3,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2017,5,1,11,Falcon 9 Block 3,NROL-76,United States,3,0
CASC,StatusActive,30.8,Success,China,Wenchang Satellite Launch Center,2017,4,20,11,Long March 7/YZ-1A,Tianzhou 1,China,3,1
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2017,4,20,7,Soyuz FG,Soyuz MS-04 (50S),Kazakhstan,3,0
ULA,StatusActive,109.0,Success,USA,Florida,2017,4,18,15,Atlas V 401,CRS OA-7,United States,3,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2017,4,12,11,Long March 3B/E,Shijian 13,China,3,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2017,3,30,22,Falcon 9 Block 3,SES-10,United States,3,0
ULA,StatusRetired,123.0,Success,USA,Florida,2017,3,19,0,"Delta IV Medium+ (5,4)",WGS-9,United States,3,0
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2017,3,17,1,H-IIA 202,IGS-Radar 5,Japan,3,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2017,3,16,6,Falcon 9 Block 3,Echostar 23,United States,3,0
Arianespace,StatusActive,37.0,Success,France,French Guiana,2017,3,7,1,Vega,Sentinel 2B,France,3,1
CASIC,StatusActive,62.0,Success,China,Jiuquan Satellite Launch Center,2017,3,2,23,Kaituozhe 2,Tiankun-1,China,3,1
ULA,StatusActive,109.0,Success,USA,California,2017,3,1,17,Atlas V 401,NROL-79,United States,3,1
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2017,2,22,5,Soyuz U,Progress MS-05 (66P),Kazakhstan,3,0
SpaceX,StatusRetired,62.0,Success,USA,Florida,2017,2,19,14,Falcon 9 Block 3,CRS-10,United States,3,0
ISRO,StatusActive,31.0,Success,India,Satish Dhawan Space Centre,2017,2,15,3,PSLV-XL,Cartosat-2D & Rideshares,India,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2017,2,14,21,Ariane 5 ECA,Intelsat 32e/SkyBrasil-1 & Telkom-3S,France,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2017,1,28,1,Soyuz ST-B/Fregat-MT,Hispasat AG1,France,3,1
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2017,1,24,7,H-IIA 204,DSN-2,Japan,3,1
ULA,StatusActive,109.0,Success,USA,Florida,2017,1,21,0,Atlas V 401,SBIRS GEO-3,United States,3,1
JAXA,StatusActive,39.0,Failure,Japan,Uchinoura Space Center,2017,1,14,23,SS-520,TRICOM-1,Japan,0,1
SpaceX,StatusRetired,62.0,Success,USA,California,2017,1,14,17,Falcon 9 Block 3,Iridium-1,United States,3,0
ExPace,StatusActive,28.3,Success,China,Jiuquan Satellite Launch Center,2017,1,9,4,Kuaizhou 1A,"Jilin-1 03, Caton-1 & Xingyun Shiyan 1",China,3,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2017,1,5,15,Long March 3B/E,TJS 2,China,3,1
CASC,StatusActive,29.75,Partial Failure,China,Taiyuan Satellite Launch Center,2016,12,28,3,Long March 2D,"SuperView-1 1, 2 & Bayi Kepu 1",China,2,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2016,12,21,20,Ariane 5 ECA,"Star One D1, JCSAT-15",France,3,1
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2016,12,21,19,Long March 2D,"TanSat & Spark 1, 2",China,3,1
JAXA,StatusActive,39.0,Success,Japan,Uchinoura Space Center,2016,12,20,11,Epsilon,ERG,Japan,3,1
ULA,StatusActive,130.0,Success,USA,Florida,2016,12,18,19,Atlas V 431,EchoStar 19,United States,3,1
Northrop,StatusActive,40.0,Success,USA,Florida,2016,12,15,13,Pegasus XL,CYGNSS,United States,3,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2016,12,10,16,Long March 3B/E,Fengyun 4A,China,3,1
